year,quarter,precip,temp_min,temp_max,temp_mean,SMDI,SPEI_1,SPEI_3,SPEI_6,SPEI_12
1987,1,346.3545374390442,10.91296102477747,20.137733005400822,15.525347015089148,1.182940197593264,0.7000731358561723,0.42548070346385397,0.38134828789416153,0.40152031542934374
1987,2,296.88752666962705,6.122532874579914,13.68780632695133,9.905169600765623,1.7818189040525791,0.05104752160648379,0.718859736200823,0.7525622796266654,0.7215466275515849
1987,3,255.88778395496718,4.862772068662083,11.976063384697436,8.419417726679761,0.6578264529669821,-0.2924042900257336,-0.48967003266140074,0.16892251596253802,0.2966783071771455
1987,4,319.64586563779085,9.47464706865411,17.275354697232217,13.375000882943162,0.8522320145990095,0.33703986112366435,0.13220010754534575,-0.2680973695354323,0.2755607943210077
1988,1,304.83323206935063,11.429025368072077,20.242042974982525,15.8355341715273,0.8993874855101087,0.27466388546370196,0.3152463572902246,0.22742049636297795,0.23261415604247157
1988,2,252.17260823294902,5.863160019075293,13.712809733744301,9.787984876409796,1.0213009412553036,-0.30052260374663314,0.07140160353634177,0.24353445760190676,-0.025389633409165332
1988,3,372.5046933448761,5.568805045350458,12.277023471598945,8.9229142584747,1.0475814588954173,0.5466853220867575,0.4995612477670992,0.3977312801495578,0.3821917861549191
1988,4,282.91998141769795,10.098889357710092,18.012573270804392,14.05573131425724,0.43587394587678396,-0.06979214247978674,0.15871356344215024,0.4059370164533168,0.4139142820374846
1989,1,268.24086024265944,12.17737623930557,20.89223846757822,16.53480735344189,0.864685138456005,0.20191977988702664,0.26389763857317755,0.29112351689704263,0.3763030460709083
1989,2,323.4658084481498,6.420405084738948,13.942649090815744,10.181527087777347,0.437238469221534,0.1421000961781873,-0.005261840139110599,0.12647746889769515,0.33300679088212654
1989,3,244.85639752154958,4.429888072133903,12.083381176329889,8.256634624231898,-0.04468887138395164,-0.39618033754460896,-0.11489490735186796,-0.08255858604886958,0.09345682879419304
1989,4,315.8495938002765,9.505362228302545,17.513491763018067,13.509426995660306,0.789438117215292,0.3789934453816145,0.2696161469998321,0.05676490655611212,0.14211819015894187
1990,1,233.02273168944788,12.331043503410301,21.261649504810844,16.79634650411057,0.5164424715036481,-0.1784638813517441,-0.22687013443747706,0.029982869201607063,-0.052821497595206934
1990,2,361.6265152572177,6.817343996526554,14.168329425013482,10.492836710770016,1.541595045321294,0.49154656927506646,0.4714931859868307,0.13718571145719224,0.1515771053342189
1990,3,380.3610139533173,4.555845306424112,11.745783680428795,8.150814493426454,1.8597111636483417,0.5812387629309342,0.8362014639175558,0.7690287084281036,0.5668812639085354
1990,4,288.7229830816401,9.40747078052465,17.63221062113443,13.519840700829542,1.2393364366303468,0.025068215318022714,0.4129788080157968,0.7996285267779649,0.5913759440681463
1991,1,279.81168556669314,11.36107122705024,20.219864009112698,15.79046761808147,0.7654461948015527,0.35520058843283103,0.31652832935070496,0.46176910515095676,0.7364981018003274
1991,2,397.4030932098149,5.976588750802389,12.940358528502497,9.458473639652444,2.226473328818388,0.4930299514032729,0.9195873274269132,0.8268715955006313,0.9614373651540683
1991,3,364.32742619405826,4.826076718688446,11.764937500471557,8.29550710958,1.4913412486057824,0.42861122886353803,0.2992555607719468,0.7528995364214711,0.7265133984477116
1991,4,282.51396509582844,8.151269356660718,15.960263070905755,12.055766213783235,1.477270856334247,0.24293949765753103,0.42893200376872415,0.39265219796308676,0.6902145784606033
1992,1,295.1915049548672,10.926182008555955,19.054040624471686,14.990111316513822,1.7282715362383605,0.4582705172191574,0.4861963064722224,0.5235757817060266,0.7192996381461421
1992,2,275.0852427779613,4.906771507938989,11.568622229935059,8.237696868937025,1.5479455818976309,-0.013955406298597362,0.10171601185101506,0.32828836790817983,0.3991180378256261
1992,3,473.95953651517874,4.363258108749704,10.30669743194617,7.334977770347935,2.3473551269651165,1.0704960006534538,1.0376014464027297,0.7354196368835434,0.7476181784842982
1992,4,361.86350861396693,9.150272291900917,16.360181670133706,12.75522698101731,1.4967169124028363,0.7432004058147305,1.253771374123741,1.368002260127028,1.0172243704505972
1993,1,252.88960241007447,10.246811211286278,18.904464671470983,14.575637941378632,1.3881555493427553,0.2945096616333796,0.565232813514206,1.1010253800150156,1.0496530138937046
1993,2,320.1976091848584,6.597779334887201,13.455526231725612,10.026652783306409,1.8563156337227786,0.17261641955977605,0.2666426831486918,0.45165048333128144,1.0989273242918256
1993,3,232.65010413843672,3.5196533607548446,10.720050378922416,7.119851869838631,0.3088723546070415,-0.37299092560074965,-0.4819068216848953,-0.15784438037444032,0.44128820456650314
1993,4,285.0977193208896,7.937149801300826,16.10911849007531,12.023134145688065,0.47875083581270994,0.1349803570615338,0.06791789505553249,-0.2934876216328468,0.06509625114139886
1994,1,230.16922517782882,11.18940388482507,20.068684821044542,15.629044352934805,0.5069479403208483,-0.04120424110287079,0.04489689843643707,0.05890921368396488,-0.08376102163683592
1994,2,373.2089443092072,6.080396826038771,13.168678644351042,9.624537735194911,0.944810920568502,0.43843339907355866,0.24523859320249566,0.19267215930894258,-0.051645823775496036
1994,3,394.0227600259085,4.40304987193814,10.82654605462946,7.614797963283799,1.4480565053808878,0.6680216951829375,0.7771745455185133,0.5617744434449242,0.3666743771742085
1994,4,281.35955716643184,8.8638767613861,16.474765647213314,12.669321204299706,1.0862012530567093,-0.07211927957244534,0.5883154933186885,0.7461494775601034,0.5066561854715266
1995,1,354.9559862672632,12.094621259482667,20.115306437034896,16.104963848258784,0.6716366466666276,0.6978058154058193,0.24628426293006556,0.4820192323831077,0.5551677658086275
1995,2,445.94372230475204,7.91752442377239,13.861926486956513,10.889725455364452,2.27022191559582,0.8439549399649325,1.3331462556586435,1.0891008162997275,1.0061857917681658
1995,3,413.63902672574926,4.40339154614754,10.853760866473083,7.628576206310312,1.8542132922791625,0.728420844594305,0.9683200475026481,1.383791440140946,1.1648314089742433
1995,4,342.83167770916754,9.191873226148363,16.817650252079787,13.004761739114073,1.5385087255296301,0.5308639612432136,0.871596991143259,1.062453820069895,1.2503521128421826
1996,1,280.33773464643116,11.810188071707246,20.009930565096024,15.91005931840163,1.286762658914254,0.35275693079123177,0.42270336290577304,0.7703432485459315,1.2999399218157883
1996,2,375.26896148634415,6.612447546282175,13.36253015424974,9.987488850265956,2.2858856073606244,0.5296540770233868,0.8736551105076008,0.7957037493882155,1.1076135788552735
1996,3,376.73291076092477,4.8123142643334615,11.608640468433816,8.210477366383637,1.814116842473912,0.5575755640631951,0.6676412601164695,0.9430996090415416,1.028899105915466
1996,4,342.5410918611188,8.37433294095018,16.478454425675,12.426393683312595,0.9772080568669316,0.5010429806414392,0.6618459923349949,0.8038030377648745,0.9358372431449528
1997,1,241.92903103600224,11.26864573092834,19.440036826728413,15.354341278828379,1.4817282502594504,0.20652853419036682,0.3979269939691787,0.6257714733253927,0.9088110648983807
1997,2,269.14462185701234,6.287724865957179,13.615234768740832,9.951479817349007,0.979018907986983,-0.18924567672639384,0.05331524148237917,0.22640182626048605,0.6712916779876534
1997,3,225.43529605535284,4.033950243583361,11.001064002286974,7.517507122935169,0.06854025655287663,-0.4224548069817312,-0.8036239342217648,-0.4419875265833744,0.07717903542893863
1997,4,217.0874384825801,8.830356936334255,17.00257258499447,12.916464760664363,-0.19031642304733806,-0.5689669029074869,-0.6458617372499142,-0.8658784635863668,-0.356235269060229
1998,1,179.77367715640528,12.860452728237512,21.61440954526555,17.237431136751532,-1.6843862908491818,-0.7288621802372991,-1.1368278385663257,-1.1044599312111731,-0.8692693594110172
1998,2,207.5845153143038,7.371769779060963,14.246337950801257,10.809053864931109,-1.7664721499281335,-0.7555832027779091,-1.1585808806840563,-1.383319830514242,-1.337143353536784
1998,3,295.33375248547156,5.714913340265824,12.298206150729166,9.006559745497492,0.00766260141751721,-0.19210194133031344,-0.07209144063973542,-0.7421227214248748,-1.0962970459641472
1998,4,250.54910834555992,9.721813714637648,17.370744899475824,13.546279307056736,-0.21129498170534586,-0.3106480518116882,-0.4105681253510882,-0.26885731597775103,-0.9783648333446144
1999,1,189.4805164324498,12.89550041682758,21.668904424879685,17.282202420853633,-1.222674211569883,-0.5137745972782187,-0.8508765432905675,-0.7736039021226125,-0.89590144943251
1999,2,233.7638316179608,7.160999658629571,14.556974996320712,10.858987327475141,-0.6910858920786433,-0.5776856879773055,-0.7791097230020968,-1.0180220082071894,-0.7487384631068233
1999,3,224.52150649851708,4.596232910211492,11.944181951371187,8.270207430791341,-0.10434337634584145,-0.5262829896818689,-0.7691982426130445,-0.9405604536936496,-1.0161821702203937
1999,4,231.79313801002291,9.323501059028056,17.08046697160886,13.201984015318455,-0.6754209441255363,-0.4139499969419043,-0.7953187565928929,-0.9472003175993794,-1.171778997476864
2000,1,150.50179305942044,11.457995406230523,19.900418576939664,15.679206991585094,-0.6978324021024059,-0.6850889243668448,-0.747336160829908,-0.9691322641607257,-1.105556428676553
2000,2,265.0894254037351,7.675525396859895,14.190261618338777,10.932893507599333,-0.6360374113835474,-0.3318793249984925,-0.6375712072870399,-0.8967732346613633,-1.1003033591547606
2000,3,210.25459415051466,5.391271229369802,12.190267561461942,8.790769395415873,-0.5193935909993382,-0.6319125229341793,-1.0899421781921705,-1.120185802829816,-1.248659569698369
2000,4,181.94897402715188,8.962997941944542,16.64833402995226,12.805665985948398,-0.7132569065497305,-0.7458023037582759,-1.044336334738201,-1.3041767179070922,-1.3303064226187797
2001,1,156.7486855965341,11.443719164849178,20.03772558249764,15.740722373673416,-1.1370211052213972,-0.6241827215178086,-0.9781671455279518,-1.2318140290525605,-1.3685781196532003
2001,2,256.99514325412105,6.7497126876851965,13.981082977744853,10.365397832715026,-0.5299230058962023,-0.39156943975628905,-0.6488143945597403,-1.0113559627575606,-1.3702677937567116
2001,3,172.9213679384079,4.476444037530397,11.864342660699823,8.170393349115109,-0.7141834647627028,-0.9532647958173694,-1.1550620621132415,-1.1224339001764359,-1.3978237625365901
2001,4,316.4109490588236,10.316975304579666,17.214112499817706,13.765543902198681,0.42017019864750044,0.26657410177073315,-0.40510436556790796,-0.9620860057232982,-1.1877437335295533
2002,1,196.94250602899297,11.530059235461568,19.82598647799191,15.67802285672674,0.5768989139983677,-0.20988856207017098,0.10702398563010423,-0.1493983450795894,-0.7741113375736102
2002,2,236.15825121038506,7.4219843141335335,14.017117793914945,10.719551054024238,-1.0957576909337678,-0.5463776033264238,-0.9198669541773642,-0.558373576435014,-0.8946641743940623
2002,3,239.39936019081938,5.030540293747811,12.075073956711588,8.552807125229698,-0.16285788256855954,-0.47385601334649696,-0.6372766043844114,-0.9468670755552347,-0.7077577044176173
2002,4,241.9637458250172,7.445092025542734,17.035778235949977,12.240435130746352,0.8122009191519511,-0.19324656220369874,-0.485491910541431,-0.682945648677221,-0.7464696498345791
2003,1,209.21475478100487,10.51689767997556,21.07447166662108,15.79568467329832,-0.37616836621384375,-0.28940365838753024,-0.3826716557748085,-0.5389007700799854,-0.9069963835936197
2003,2,295.6274595779959,6.364771262724406,14.888577440184173,10.626674351454293,-0.061467762871980795,-0.017889235804757413,-0.38055086277973355,-0.48977087107637357,-0.7116432777510066
2003,3,297.98168724720466,3.5606334508199113,12.08055957335695,7.820596512088431,0.48901633478415074,0.0424826378450712,-0.15869251881031776,-0.3437772535809948,-0.5360382540325735
2003,4,284.0206997926381,7.828118385408513,17.492436292741434,12.660277339074973,0.8651119885715557,0.13058481954816384,0.4959093586362997,0.16880923931163705,-0.18283634269085672
2004,1,367.26660555231683,10.711726572565144,20.461787059442837,15.586756816003989,1.6222794981967827,0.5012909310135311,0.8459230305408809,0.8472981068631532,0.31930765173205883
2004,2,338.50483593057004,5.896251007914637,14.221701976705454,10.058976492310045,0.9275962323599726,0.2670861445752462,0.40718237015860675,0.8898830327322004,0.6596293923715142
2004,3,269.295848522497,2.9123900226084802,11.397036518914213,7.154713270761346,0.7014532024992444,-0.07802172340810655,0.11436592915149862,0.3589189075424999,0.7557108232885481
2004,4,294.28048761580317,7.912759772888338,16.85051010650977,12.381634939699053,1.1126306820239067,0.19900485186292036,0.012047532771631664,0.06668656203839698,0.6111197405192731
2005,1,227.59228110922726,11.56476255636643,21.490901835404934,16.52783219588568,0.3659794841871417,-0.15261167372880508,-0.06763918137890179,-0.05936454219437339,0.17744810672064876
2005,2,283.73629757108034,5.673414007893103,14.213021868555527,9.943217938224313,0.841610630237104,-0.20676869051245797,-0.11991574551840992,-0.11511519815774907,-0.03327304643377684
2005,3,240.75611906806535,4.408004323581846,13.098544561465536,8.75327444252369,-0.16021673447068316,-0.5065648137064502,-0.3952668705044531,-0.32733192670234895,-0.23367276138187718
2005,4,280.0224654789108,8.861552621302124,18.238473944851364,13.550013283076742,-0.2841670107986397,-0.09066902685726137,-0.16467444727434563,-0.3361479913530133,-0.250786443563867
2006,1,241.6125661756232,10.529580418590154,20.79142449437212,15.66050245648114,0.1392343930611356,0.08124532596428413,-0.09551035810061652,-0.1656997877569903,-0.26635773823320197
2006,2,348.41040593299925,5.692891159304692,13.975715161391811,9.834303160348254,1.5918193897549042,0.34049853013280545,0.5484357932601147,0.2760274669018811,-5.23784277725289e-4
2006,3,265.1311903653179,3.8886380714068522,12.566623236014998,8.227630653710927,0.1502643486440904,-0.2537304192650244,-0.12391290513660419,0.2752509728724424,0.08411233257681335
2006,4,291.7465322461847,7.412582533583025,16.78106031085527,12.096821422219147,0.909289765286461,0.2908725421703948,0.012236538762984315,-0.06630320729687583,0.13390548973661556
2007,1,231.34334987707152,11.14816345054614,21.2128100923887,16.180486771467415,0.49742102140837485,-0.14348693452465117,-0.11421726743719994,-0.10642887028165518,0.08965136733306825
2007,2,219.65804887959592,5.682144753093541,14.477219535887444,10.079682144490494,-0.4800176337595486,-0.6247143177811447,-0.7994693545058783,-0.6247271050795581,-0.4298482849246665
2007,3,283.0256443302867,4.238255784087368,12.277439592108061,8.257847688097714,0.703823845848527,-0.08964342446568234,-0.10001194083880746,-0.5288131719158959,-0.42372933657313055
2007,4,237.37188367414535,8.022766126171248,17.825932773997113,12.92434945008418,-0.011202710351594918,-0.3633284749258427,-0.5964279136142838,-0.3583014731728725,-0.6117124484648115
2008,1,195.1864766401496,11.390011598533784,22.089007843531412,16.7395097210326,-1.1090878647355877,-0.5332360453646946,-0.9609825562773299,-0.9713008692845535,-0.863638007898068
2008,2,319.00322897106565,5.358734849371883,14.17252739776654,9.765631123569209,0.2093218345143117,0.1289496017989502,0.03726478997815546,-0.5477950796872518,-0.5599664279916923
2008,3,352.9937059646276,4.194156866356514,12.095558097051175,8.144857481703843,1.334836047537072,0.3027506978404053,0.640109453713596,0.4075175242597586,-0.237261241782104
