YEARS;smdi_obs;wy_obs;y_obs;y_a_obs;h_obs;c_obs;i_obs;reer_obs
2003;0.3761683662138439;-2.3405621609997502;0.5375022219280357;-4.132732404711632;0.43314696577271733;0.41473777059964895;-1.1043590590034202;6.3322550608877926
2003.25;0.061467762871980795;-2.082365451362154;-0.5575537712771883;2.3249199286445323;0.4166919488727959;-0.8474050661570488;-2.448350331482978;0.1998073951216206
2003.5;-0.4890163347841507;-1.0256789118778042;-0.09565055649969806;7.42964791692301;0.9530537939982869;-0.785339792547542;0.386328484111989;2.098657395781345
2003.75;-0.865111988571556;-0.539226226515749;0.3520423752182546;8.027648317550122;-0.06063592639298826;-0.057119169704318365;2.5689286877555078;2.5807216999969462
2004;-1.6222794981967827;-0.7847258122343228;1.5845168471890128;11.045907279702345;1.056869012250358;0.634197999191823;2.7816394017436115;4.193297958319775
2004.25;-0.9275962323599725;-0.7188634736569851;0.8928368237709943;7.088140713782807;0.11173053953446657;-1.0825507740644047;7.6899737202818645;-4.332855820887449
2004.5;-0.7014532024992445;-0.35427178000203186;0.36603167496466127;-0.5395797357794514;0.9222823089274634;-0.7938327316021643;4.874608942834783;4.133688340144914
2004.75;-1.1126306820239062;0.18848561356207744;-0.3319030651900145;-1.43618049724744;3.3486841412091164;-0.5413728582232794;-1.7077151801228165;3.4088916327056573
2005;-0.3659794841871418;0.9002426381114972;-0.9606731149608227;2.8023004016076385;2.261763925142654;-0.281530951441322;3.6842948666075195;0.786588078533601
2005.25;-0.8416106302371043;0.800207826033257;0.8374273141522309;6.5067172914544305;2.1097795018819148;1.0897436758837975;3.60762760753936;1.5455969830796334
2005.5;0.1602167344706831;1.0311882104076262;0.3480230113749788;7.419347426572304;1.8681672186616747;0.004032574211968646;1.820595931265639;-1.6647603450434367
2005.75;0.2841670107986396;0.9944019711863255;-0.11843556780881308;9.104960643364887;1.8961654367526863;1.3874070114334252;3.056989149744345;2.1480835880077542
2006;-0.1392343930611356;1.836738563868134;0.0808286487825194;18.864182265377384;2.2946351877905697;1.8276608356960415;1.7515772025588672;-5.103148001244584
2006.25;-1.5918193897549042;1.5161914245697496;-0.991950592295138;17.251066071689163;2.826985534050274;0.37799419691075925;-1.252348889325386;-7.587960166982732
2006.5;-0.1502643486440904;1.1327928000443026;0.22034871170820694;8.663794683434407;2.819533031447245;2.055309545813335;3.125911866999085;1.6460138562393922
2006.75;-0.909289765286461;1.51341151617517;0.4172628057607691;5.3216247298609;2.390854048598839;0.6894597952334539;4.852707613146958;4.735682598724367
2007;-0.4974210214083748;1.4551451472540433;0.7694369537540433;5.196049871521247;2.9837108988380887;0.9858222363717858;7.268776159124589;2.2447413842574093
2007.25;0.48001763375954853;1.8214528670783567;1.6534788551408428;0.16461193238157706;3.250022640786455;0.9833473835596833;5.371382892426881;4.141417481616649
2007.5;-0.703823845848527;2.18210754891243;2.385148440413909;-13.616993208810369;2.7465253877227274;-0.17712677293438114;10.579543610894468;-1.4372282194721642
2007.75;0.011202710351594912;2.559823951093229;2.4276995888512842;-16.39028307018414;3.0137142941841675;-0.11571639761949143;12.6584564622134;-0.2649668783187842
2008;1.1090878647355877;1.6936879008703036;1.531375532062134;-12.482139545343616;2.6145121672304277;0.07716703471514448;9.500861711253394;0.1808769906223695
2008.25;-0.20932183451431172;2.130069231228031;-0.18478242381263593;-10.10156505133368;2.2959780849073748;-1.239166628320564;11.40676894711313;-3.791170892414808
2008.5;-1.3348360475370715;1.489321737056201;-0.46407973058513075;-9.156745347493825;2.269505550007573;1.2753315736756827;2.2190607997540863;-5.289390974727404
2008.75;0.191753769871471;-1.2155123872856777;-0.8295866559897425;-4.52869470642844;1.5776092873552627;0.6693041478692481;-2.6430393400407626;-11.09527186550796
2009;-0.055765243569259944;-2.477014655871038;-1.9019312839177922;1.36034241061953;0.2729825946369718;-1.5870445279292638;-7.442075982721214;-6.456139509823711
2009.25;-0.46541637307505307;-3.0007891312418917;-1.1946023877230947;2.867954702092594;-0.23837435011538677;0.3612568643329967;-7.398729564367128;8.501339465959923
2009.5;-0.6388415611572131;-2.86688835812095;-0.946211854030878;9.92554808329847;-1.3372865076749068;0.05251452227424079;-10.850868562586884;8.14180045193984
2009.75;-1.1514336445512703;-1.9561342695569757;-0.4220622868013264;7.1986541684607985;-1.7998101975799028;0.39920300650238905;-13.065305845030705;3.5414202204163914
2010;0.06351842996978707;-1.791704195208788;0.28211398124063614;3.4095959517754806;-1.3694308606525885;-0.24297333918363592;-12.320982048270656;-1.8988761638738083
2010.25;0.1286887784633998;-1.134909972779929;0.42751940077438644;-10.376775298159103;-1.441270695023181;-0.09302718628024303;-11.559447909588119;0.34824980676164685
2010.5;-1.2855174636564872;-0.6762931811510546;-1.201093092480095;-13.336622951840523;-0.4591035643123969;-1.4326116397811668;-10.306709027307237;1.2910760982671299
2010.75;0.9652272044873814;-0.44905523430275285;-2.7631021997758594;-14.327172840990157;-0.06870480640969513;-3.0342304374377926;-12.227343644009197;2.701978730974197
2011;-0.8815288183104573;-1.2339544811173533;-1.3334898813138982;-16.230575368527862;0.3278889550776293;-0.7865630384464242;-8.383397971734274;-1.6381212814250645
2011.25;-1.9038924024949124;-0.7408261547917749;-0.9677156841779118;-7.39934023265538;0.38013556023682976;-0.4925181623767136;-9.453626444503948;2.7218979765673446
2011.5;-0.23222059266180695;-1.19552452567215;-0.02071590325780356;-0.6351313895212886;0.5701908795844188;-0.19923737206790226;-5.906347125802528;3.851591450704195
2011.75;-0.7960675139066218;-0.3600763217630877;0.15344097998098738;0.5968769006137499;0.24946782963657482;0.19926745215193856;-3.209127710642095;-5.273217279859033
2012;-1.3080118799084743;0.21011676507242788;-0.05611393105778421;6.058270012970925;-0.038603601736229;0.87821256206955;1.406520592566827;4.436262611205333
2012.25;-0.7592250791520834;0.40871750778849797;0.10975864613930941;12.560043142569748;0.3647166429961458;0.16850020165294508;4.443904378929623;-1.9996264719738477
2012.5;-0.7450989113850733;0.0867916295248699;0.30944162214754506;11.353562509511686;-0.02503931377273039;1.2448733228533506;-1.9867425035841935;1.8937338496457734
2012.75;-0.22342497137666822;-0.31353419729570836;0.7538583284181644;8.636234329216148;0.1481324166554178;2.770782754761037;4.045734963221808;0.1463513627458113
2013;1.6916075908498143;0.14625781022642967;0.8916164596550841;3.903650431225968;-0.06870480640969513;1.9847605811523987;2.8469350665545994;1.9870957727530225
2013.25;0.2276472122993888;-0.31639692500269223;-0.017412427031381135;-9.01832502735285;0.6409599125871601;1.2000903661113922;3.1751341271667877;-0.0701829362222739
2013.5;-0.43245645703453095;-0.014998622205213407;0.14359982375874053;-9.616681740502663;1.861991651545679;-0.5520788941103801;2.041922765910888;-0.7414476811505644
2013.75;-0.21588035529823477;0.33814354715662454;-0.012737884053174628;-10.252009646075393;2.250945856411916;-2.652434705611088;1.8590651964067322;2.364348747791567
2014;0.05700749381019432;-0.6387162411016736;0.2106433471504604;-12.311113439151224;3.1509133207060747;-1.619100838980441;2.283837663711952;2.0629094056745956
2014.25;-0.6465465933863463;0.07472086880951037;-0.03781285228751128;-10.982074826030921;2.792952603345848;-1.1170416837827686;2.525925419661592;1.7035590792570332
2014.5;-0.012235678806257661;0.7964974180459626;0.1345360610950266;2.661190098469226;2.91482695291934;0.07140411437648445;2.899007837611112;-1.4185874569946577
2014.75;-0.9012251721458608;0.6336611767746726;0.4195804897287091;2.859489542151792;3.5293809419567883;0.5058651949375123;3.6676274989604116;-3.3651715155463613
2015;0.8745212767211055;0.9346795305017801;-0.12500053202780248;6.018896809445757;3.8904587686962504;0.027950641844064032;-0.5312856645792434;0.5627510918170486
2015.25;-0.44773756003291654;1.0298383464278664;-0.18680073798532276;10.70718843580625;3.6178633077802616;-0.5176369118556075;-1.527129413461655;-2.325828195177504
2015.5;-0.9170568085148262;0.7221311172785925;0.02686792731159597;5.309362135396506;2.885953207909955;-0.057822541627154105;0.5762069483900754;-8.911626523679939
2015.75;0.37002410291667076;0.1632036102886412;0.015041654974855455;4.481564811931414;3.5042454896656006;1.0806269127880213;-0.03795121999068154;2.7404448555756744
2016;0.24557634363733874;-0.027138396408698265;0.09157814344769015;8.400359637275907;3.284040365328743;-0.3220921629908998;2.0163758614539553;-0.10845096943468135
2016.25;0.156876263462879;-0.25644806099000156;0.2449088198850833;7.188628622146437;4.799708908426778;0.5206053253689575;3.4971757005892843;1.8084853990205652
2016.5;-0.7173913316777094;-0.17036867622877397;0.24957548075739497;-6.166494910078972;5.927067881501222;0.3748896771207708;-0.5243293472954451;4.437173027705921
2016.75;-1.1427415041947275;-0.19479455219649422;-0.2786740431541577;-10.771383435808405;6.476307216215317;-0.9745183155073583;-1.3154932821145902;0.839785300514162
