YEARS;smdi_obs;wy_obs;wp_obs;wr_obs;y_obs;p_obs;y_a_obs;p_a_obs;c_obs;i_obs;q_obs;h_obs;r_obs;ex_rate_obs;reer_obs
2006.25;-1.2249;1.5161914245697496;0.5504619956070655;0.996093829517013;-1.7276928908830136;1.875399697332103;17.251066071689163;3.460552936566419;0.37799419691075925;-1.252348889325386;-6.114503343542217;2.826985534050274;1.87;-5.65800222505907;-7.587960166982732
2006.5;-0.2523;1.1327928000443026;0.4986284963051091;1.0536519192435345;-0.37997757473451804;-0.7679686674227248;8.663794683434407;7.057891428595564;2.055309545813335;3.125911866999085;1.7099400391582447;2.819533031447245;1.8775;-4.70783845855927;1.6460138562393922
2006.75;0.146;1.51341151617517;0.3256192725879181;1.0659606723792088;0.07760628573203612;2.5014898675773445;5.3216247298609;1.8838861545573238;0.6894597952334539;4.852707613146958;10.26270732448836;2.390854048598839;1.91;0.49391993916380544;4.735682598724367
2007;0.0973;1.4551451472540433;0.7159018578849263;1.0842174907259197;0.8092298802729165;0.32171609517757105;5.196049871521247;-5.843999548982737;0.9858222363717858;7.268776159124589;0.9777458466465883;2.9837108988380887;1.945;2.9575112380996753;2.2447413842574093
2007.25;1.3074;1.8214528670783567;0.45030549323836766;1.100289962427531;2.031594516843488;1.1708489264900201;0.16461193238157706;0.6573564660762976;0.9833473835596833;5.371382892426881;3.1566841643305255;3.250022640786455;2.0325;7.513898945349454;4.141417481616649
2007.5;0.6235;2.18210754891243;0.3215848521898934;1.1589560983939498;3.148560267337895;1.7829523171963402;-13.616993208810369;8.174226453044753;-0.17712677293438114;10.579543610894468;-1.6474948540180168;2.7465253877227274;2.165;6.519860386242042;-1.4372282194721642
2007.75;0.5609;2.559823951093229;0.24583419315700183;1.112496024478659;3.3532163148056284;0.8281620831722236;-16.39028307018414;0.1508296107549434;-0.11571639761949143;12.6584564622134;-3.8335177936874576;3.0137142941841675;2.1925;6.192279111742993;-0.2649668783187842
2008;1.5914;1.6936879008703036;0.3160264509835642;0.8350692422729611;2.523709694413658;1.3313048649737702;-12.482139545343616;-4.705843264806386;0.07716703471514448;9.500861711253394;-17.357044871272475;2.6145121672304277;2.2075;7.5666364744526025;0.1808769906223695
2008.25;0.4022;2.130069231228031;0.39926926136368834;0.8080555737709345;0.5131047607661691;1.3138137437431752;-10.10156505133368;4.931661982404911;-1.239166628320564;11.40676894711313;-6.922513381536088;2.2959780849073748;2.1875;3.8804383229544435;-3.791170892414808
2008.5;-1.2046;1.489321737056201;0.4672304265490368;0.8458469808195822;-0.42746560503209247;-1.3138137437431752;-9.156745347493825;12.69307075801649;1.2753315736756827;2.2190607997540863;-1.8334185508897871;2.269505550007573;2.05;-1.579684969186727;-5.289390974727404
2008.75;0.0263;-1.2155123872856777;0.5174672431916605;0.8146999370370769;-1.0232135177113857;1.3138137437431752;-4.52869470642844;1.7722813867170117;0.6693041478692481;-2.6430393400407626;-13.801655235079291;1.5776092873552627;1.575;-14.129561238883776;-11.09527186550796
2009;0.3597;-2.477014655871038;0.0665923039123939;0.387277990908637;-2.2296771613666873;0.7003530377337697;1.36034241061953;-2.770625694648743;-1.5870445279292638;-7.442075982721214;-3.567931944694902;0.2729825946369718;0.9175;-21.493143625102903;-6.456139509823711
2009.25;0.2413;-3.0007891312418917;-0.23801251452040262;0.2780727771757295;-1.5760610733105018;-1.2036253631947602;2.867954702092594;-0.06691202186663858;0.3612568643329967;-7.398729564367128;10.20001657207062;-0.23837435011538677;0.7275;-13.204940877594334;8.501339465959923
2009.5;-0.3492;-2.86688835812095;0.03877836999901518;0.19232489396182656;-1.1896096874443296;1.004024498523215;9.92554808329847;-7.575694771160002;0.05251452227424079;-10.850868562586884;10.226079099937419;-1.3372865076749068;0.6925;-6.463908308413267;8.14180045193984
2009.75;-0.4016;-1.9561342695569757;0.1454355763618409;0.14716540637819903;-0.6468000748885021;-0.3001503003756234;7.1986541684607985;3.4767602372400397;0.39920300650238905;-13.065305845030705;2.5821075417739534;-1.7998101975799028;0.6975;-2.299956120716041;3.5414202204163914
2010;0.4644;-1.791704195208788;0.25848046408718517;0.1405110150662785;0.1632235211368997;1.1952333523841396;3.4095959517754806;4.4330477077688;-0.24297333918363592;-12.320982048270656;-1.40701217466897;-1.3694308606525885;0.6825;-2.99603553143066;-1.8988761638738083
2010.25;1.0983;-1.134909972779929;0.3445041938312521;0.1840398873129882;0.8186022083416291;0;-10.376775298159103;3.732020715340223;-0.09302718628024303;-11.559447909588119;-7.827485094153612;-1.441270695023181;0.72;-1.257623313810501;0.34824980676164685
2010.5;-1.6673;-0.6762931811510546;0.10575513562480765;0.18193825625398857;-0.7882346276656007;2.0578874181654605;-13.336622951840523;3.6597143627902007;-1.4326116397811668;-10.306709027307237;3.8777208229369338;-0.4591035643123969;0.805;-1.6652180142357698;1.2910760982671299
2010.75;0.7975;-0.44905523430275285;0.4010890642224929;0.16408759262765216;-2.3378407340343097;2.585112840128456;-14.327172840990157;2.4481026901201908;-3.0342304374377926;-12.227343644009197;0.7850495832542783;-0.06870480640969513;0.7925;-0.902240366151734;2.701978730974197
2011;-0.0028;-1.2339544811173533;0.513192419077324;0.1663593865779325;-1.0212598978585004;-0.8543004021947631;-16.230575368527862;5.732506661926973;-0.7865630384464242;-8.383397971734274;3.4651143987997597;0.3278889550776293;0.75;-2.4456302655717868;-1.6381212814250645
2011.25;-1.6564;-0.7408261547917749;0.26733655524671107;0.1708442463538304;-1.0221429896048269;0.7597377473940625;-7.39934023265538;0.846267391873301;-0.4925181623767136;-9.453626444503948;-0.271434489510361;0.38013556023682976;0.6625;-0.5127244536555323;2.7218979765673446
2011.5;0.0601;-1.19552452567215;0.3866847629656611;0.17912978938704058;-0.020723636717158187;0.4719215931646481;-0.6351313895212886;-5.980566886045491;-0.19923737206790226;-5.906347125802528;-4.4072942700069255;0.5701908795844188;0.7075;2.9002691680782533;3.851591450704195
2011.75;-0.3826;-0.3600763217630877;0.17295680205826613;0.1893124876891841;0.03330449200811541;-0.1885014695771403;0.5968769006137499;1.6757415291941413;0.19926745215193856;-3.209127710642095;-3.8384204384413034;0.24946782963657482;0.6775;-2.6118037331481507;-5.273217279859033
2012;-1.0266;0.21011676507242788;0.4160076673381141;0.16555999145895348;-0.37738296807289373;-0.1888574687868072;6.058270012970925;-1.4771317320311894;0.87821256206955;1.406520592566827;6.118247043959918;-0.038603601736229;0.685;2.011597312685294;4.436262611205333
2012.25;-0.4578;0.40871750778849797;0.21167675756634807;0.1521237608006145;-0.3778544688699593;0.7532992307544895;12.560043142569748;-2.105340919783316;0.16850020165294508;4.443904378929623;-4.910201869226782;0.3647166429961458;0.6625;-0.49092007037023394;-1.9996264719738477
2012.5;-0.1816;0.0867916295248699;0.4581130120547172;0.13119343717475332;-0.05243884655808176;-1.4171233848838227;11.353562509511686;-2.2541938094494895;1.2448733228533506;-1.9867425035841935;9.978029877748973;-0.02503931377273039;0.6625;0.6016218244220853;1.8937338496457734
2012.75;0.2746;-0.31353419729570836;0.4019664222086661;0.10425449125593175;0.47749534922159853;-0.860014856363911;8.636234329216148;0.7227703121452933;2.770782754761037;4.045734963221808;4.101681883570507;0.1481324166554178;0.6625;1.1479398973570467;0.1463513627458113
2013;1.5638;0.14625781022642967;0.31551945565642114;0.11152650567961797;0.8552800139084443;1.4292763556925436;3.903650431225968;1.4300550142196222;1.9847605811523987;2.8469350665545994;3.286362745766813;-0.06870480640969513;0.6625;3.4656582048854365;1.9870957727530225
2013.25;0.672;-0.31639692500269223;0.22377610002353165;0.10479609639955198;0.43646059985038516;1.3158084577510998;-9.01832502735285;2.404925523266943;1.2000903661113922;3.1751341271667877;-2.4051718710209666;0.6409599125871601;0.66;3.511265858205083;-0.0701829362222739
2013.5;-0.424;-0.014998622205213407;0.4608590979891858;0.09331675288396318;0.1302953706738811;2.3986389827481247;-9.616681740502663;13.415001312058905;-0.5520788941103801;2.041922765910888;0.41450207835650454;1.861991651545679;0.66;1.2977952296884976;-0.7414476811505644
2013.75;0.0528;0.33814354715662454;0.4850947895962854;0.0849073421519281;0.1042453487413917;2.875310387443175;-10.252009646075393;0.3457220383857873;-2.652434705611088;1.8590651964067322;-4.671991886280713;2.250945856411916;0.6725;3.3994245129782503;2.364348747791567
2014;0.7065;-0.6387162411016736;0.35402387854013284;0.0863370571455819;0.27588208531902203;-0.711114107750177;-12.311113439151224;2.387155126991569;-1.619100838980441;2.283837663711952;4.587731292747899;3.1509133207060747;0.7375;4.6139546231478965;2.0629094056745956
2014.25;-0.0798;0.07472086880951037;0.7872826906729635;0.08929445434215146;0.07489816718076461;-0.3574624002959048;-10.982074826030921;-3.3407817730155998;-1.1170416837827686;2.525925419661592;-2.7550385593539675;2.792952603345848;0.845;6.038691530778798;1.7035590792570332
2014.5;-0.135;0.7964974180459626;0.3398167669486085;0.09187867050697357;0.0835684646338917;-0.628650476282111;2.661190098469226;-11.040613086440132;0.07140411437648445;2.899007837611112;-0.08223068583914106;2.91482695291934;0.9225;4.732851718272349;-1.4185874569946577
2014.75;0.0452;0.6336611767746726;0.17110658808396906;0.08876109233780868;0.33250338650247657;-0.361011222409946;2.859489542151792;0;0.5058651949375123;3.6676274989604116;3.431766201910352;3.5293809419567883;0.9175;1.8357905424921155;-3.3651715155463613
2015;1.6258;0.9346795305017801;0.18730782351727981;0.09561369447688103;-0.16888392160759946;0.5410292728247335;6.018896809445757;-4.577913766064423;0.027950641844064032;-0.5312856645792434;0.12018905289764303;3.8904587686962504;0.91;1.9644447564399148;0.5627510918170486
2015.25;0.1256;1.0298383464278664;0.5215836236822646;0.08615377138413899;-0.3064709336799154;0.8952611272113664;10.70718843580625;-2.7879967873735367;-0.5176369118556075;-1.527129413461655;-5.648626671781962;3.6178633077802616;0.875;-0.5576866569249873;-2.325828195177504
2015.5;-0.4011;0.7221311172785925;0.26642143200117374;0.1002204056862353;-0.13442428918562793;-0.35714323675968274;5.309362135396506;5.59942693545743;-0.057822541627154105;0.5762069483900754;-5.17346427106177;2.885953207909955;0.745;-9.63113917719723;-8.911626523679939
2015.75;1.0014;0.1632036102886412;0.0811694320747236;0.13164379519756275;-0.016522136617245116;-0.8082666364677138;4.481564811931414;-3.219593980048785;1.0806269127880213;-0.03795121999068154;10.851034945498148;3.5042454896656006;0.7125;-7.447757006394;2.7404448555756744
2016;0.761;-0.027138396408698265;0.16168222781471897;0.14002065135018704;0.06697994155906496;1.1654098732273965;8.400359637275907;-3.3267100982938835;-0.3220921629908998;2.0163758614539553;2.3329114876698447;3.284040365328743;0.6475;NA;-0.10845096943468135
2016.25;0.9327;-0.25644806099000156;0.4697114527507651;0.1404914044800371;0.15269377962556605;0.08908686558015688;7.188628622146437;2.4022042838888424;0.5206053253689575;3.4971757005892843;0.02588248032876761;4.799708908426778;0.59;NA;1.8084853990205652
2016.5;0.6466;-0.17036867622877397;0.3042255003664174;0.14881262613286744;0.40936838147100985;0.7098521377677081;-6.166494910078972;8.12327589861841;0.3748896771207708;-0.5243293472954451;3.1019478160470544;5.927067881501222;0.57;NA;4.437173027705921
2016.75;-0.7194;-0.19479455219649422;0.5323917915492693;0.18803438952854387;-0.08374442471538311;1.8397365139716904;-10.771383435808405;4.647676584572924;-0.9745183155073583;-1.3154932821145902;-10.225812019204506;6.476307216215317;0.52;NA;0.839785300514162
